Entry	Status	Gene ontology (molecular function)
Q7JW03	unreviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
Q9V9U3	unreviewed	
Q9VDZ9	unreviewed	
Q7K1U0	reviewed	mRNA binding [GO:0003729]
Q8T8Y8	unreviewed	
Q6NNC7	unreviewed	DNA binding [GO:0003677]; RNA binding [GO:0003723]
Q9VXS6	unreviewed	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q9VNZ1	unreviewed	
Q8MRI3	unreviewed	
Q3KN34	unreviewed	
Q3YMS8	unreviewed	
Q9V6X7	reviewed	fucosyltransferase activity [GO:0008417]; Notch binding [GO:0005112]; peptide-O-fucosyltransferase activity [GO:0046922]
Q4LBB9	reviewed	DNA-binding transcription factor activity [GO:0003700]; G protein-coupled amine receptor activity [GO:0008227]; octopamine receptor activity [GO:0004989]
Q4QPU3	unreviewed	
Q9VU37	unreviewed	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]
Q4QPX2	unreviewed	
Q4QPY0	unreviewed	zinc ion binding [GO:0008270]
Q4QQ01	unreviewed	
Q9VCR2	unreviewed	aminoacylase activity [GO:0004046]
Q4QQ12	unreviewed	serine-type peptidase activity [GO:0008236]
Q4QQ29	unreviewed	
Q9VI56	unreviewed	
Q4V3F5	unreviewed	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q9VJZ7	reviewed	
Q9VQ36	reviewed	
Q9VP89	unreviewed	
Q9VTA8	unreviewed	
Q9VV10	unreviewed	
Q9W2X5	unreviewed	
Q4V4H7	unreviewed	
Q4V4P1	unreviewed	
Q4V4R8	unreviewed	oxidoreductase activity [GO:0016491]
Q9VBR1	unreviewed	syntaxin binding [GO:0019905]
Q9VVW7	unreviewed	chaperone binding [GO:0051087]; signaling receptor binding [GO:0005102]
Q9VWF0	unreviewed	phosphatase activity [GO:0016791]; pyrophosphatase activity [GO:0016462]
Q95RQ4	unreviewed	3'-5'-exoribonuclease activity [GO:0000175]; double-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008311]; nucleic acid binding [GO:0003676]; single-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008310]
Q8IRZ3	unreviewed	dynein heavy chain binding [GO:0045504]; dynein light chain binding [GO:0045503]
Q9VXX6	unreviewed	
Q4V5E4	unreviewed	
Q9VS84	unreviewed	
Q4V5H1	unreviewed	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; ribonucleoprotein complex binding [GO:0043021]; unfolded protein binding [GO:0051082]
Q4V5J3	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q9VJA4	unreviewed	
Q9VTC2	reviewed	
Q9VTF9	reviewed	
Q4V5M2	unreviewed	
Q4V6B6	unreviewed	
Q4V6K4	unreviewed	
Q4V6L1	unreviewed	heme binding [GO:0020037]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
Q4V6L8	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
Q4V6W7	unreviewed	nucleic acid binding [GO:0003676]
Q9VQA8	unreviewed	
Q4V6X9	unreviewed	nucleic acid binding [GO:0003676]
Q7K2U6	unreviewed	
Q9VTT1	unreviewed	
Q9W592	unreviewed	
Q500X4	unreviewed	aminopeptidase activity [GO:0004177]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235]
Q500Y7	unreviewed	ubiquinol-cytochrome-c reductase activity [GO:0008121]
Q7JVP2	unreviewed	
Q9VXW3	unreviewed	
P16911	reviewed	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; protein kinase A regulatory subunit binding [GO:0034237]; protein serine/threonine kinase activity [GO:0004674]
Q9VFP1	reviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
Q59DP9	unreviewed	ATP binding [GO:0005524]; calcium-transporting ATPase activity [GO:0005388]
Q59DX8	reviewed	acetyl-CoA binding [GO:1905502]; N-acetyltransferase activity [GO:0008080]; peptide alpha-N-acetyltransferase activity [GO:0004596]
Q59DZ1	unreviewed	
Q7PLT4	unreviewed	mitochondrial protein-transporting ATPase activity [GO:0008566]
Q9VEX0	reviewed	glycosaminoglycan binding [GO:0005539]; metal ion binding [GO:0046872]; N-acetylglucosamine-6-sulfatase activity [GO:0008449]
Q9VFP0	unreviewed	
Q9VIL4	unreviewed	
Q9VPB2	unreviewed	
Q9VWG5	unreviewed	transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]
Q7K3X8	unreviewed	alkaline phosphatase activity [GO:0004035]
Q7PLI2	reviewed	chromatin binding [GO:0003682]
Q9VYH1	unreviewed	ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]
Q59E36	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q9W4Q9	reviewed	hormone activity [GO:0005179]; insulin receptor binding [GO:0005158]
Q6NN55	unreviewed	lysophospholipid acyltransferase activity [GO:0071617]
Q7JWX3	unreviewed	serine-type endopeptidase inhibitor activity [GO:0004867]
Q7K3Z3	unreviewed	ubiquitin binding [GO:0043130]
Q9V9A8	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q9VHV8	unreviewed	JUN kinase phosphatase activity [GO:0008579]; MAP kinase tyrosine/serine/threonine phosphatase activity [GO:0017017]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q9VQ25	unreviewed	
Q9W509	unreviewed	monocarboxylic acid transmembrane transporter activity [GO:0008028]
Q5BI25	unreviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q5BI50	unreviewed	ubiquitin protein ligase binding [GO:0031625]
Q9VDI3	unreviewed	calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234]
Q9VI74	reviewed	unfolded protein binding [GO:0051082]
Q5BIB8	unreviewed	transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]
Q5EAK6	reviewed	ATP binding [GO:0005524]; histone kinase activity [GO:0035173]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q5LJP6	unreviewed	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein serine/threonine kinase activity [GO:0004674]
Q5LJP9	reviewed	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]
Q9VS62	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; preribosome binding [GO:1990275]
Q5U117	unreviewed	flavin adenine dinucleotide binding [GO:0050660]; medium-chain-acyl-CoA dehydrogenase activity [GO:0070991]
Q9U915	reviewed	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]
Q5U124	unreviewed	maltose alpha-glucosidase activity [GO:0032450]
Q8SWT2	unreviewed	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; ATP-dependent DNA helicase activity [GO:0004003]; ATP-dependent RNA helicase activity [GO:0004004]; G-quadruplex RNA binding [GO:0002151]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q9VFC7	unreviewed	
Q8MV48	reviewed	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]
Q9VIQ6	unreviewed	
Q9VNX6	unreviewed	
Q9VPQ2	reviewed	integrin binding [GO:0005178]; unfolded protein binding [GO:0051082]
Q9VSG0	unreviewed	
Q9W142	unreviewed	
Q9W287	unreviewed	
Q6IDD9	reviewed	signaling adaptor activity [GO:0035591]
Q6IDE2	unreviewed	
Q9VNS8	unreviewed	
Q6NL44	unreviewed	
Q9VBS7	unreviewed	
Q9VIK0	unreviewed	alpha-methylacyl-CoA racemase activity [GO:0008111]
Q9VS39	unreviewed	
Q9VZF1	unreviewed	
Q9W251	unreviewed	protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q6NN18	unreviewed	3-oxo-arachidoyl-CoA synthase activity [GO:0102336]; 3-oxo-cerotoyl-CoA synthase activity [GO:0102337]; 3-oxo-lignoceronyl-CoA synthase activity [GO:0102338]; fatty acid elongase activity [GO:0009922]; very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]
Q9VHH9	reviewed	DNA binding [GO:0003677]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; zinc ion binding [GO:0008270]
Q6NP69	unreviewed	glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; nucleic acid binding [GO:0003676]
Q6NP72	unreviewed	
Q6NPB2	unreviewed	
Q9W095	unreviewed	glycerol kinase activity [GO:0004370]
Q7K3G2	unreviewed	
Q9V3Q6	reviewed	ATP binding [GO:0005524]; JUN kinase kinase kinase activity [GO:0004706]; magnesium ion binding [GO:0000287]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; ubiquitin protein ligase binding [GO:0031625]
Q9VGY5	reviewed	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]
Q6NR22	unreviewed	
Q6XPX3	unreviewed	calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine) [GO:0102567]; phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine) [GO:0102568]
Q76NQ1	reviewed	
Q9VRL0	unreviewed	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity [GO:0045153]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q9VRV0	unreviewed	chromatin binding [GO:0003682]; nucleic acid binding [GO:0003676]
Q7JPN9	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q7JQ32	reviewed	ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]; peptide receptor activity [GO:0001653]; semaphorin receptor binding [GO:0030215]; signaling receptor activity [GO:0038023]
Q7JQG5	unreviewed	protein phosphatase binding [GO:0019903]; signaling adaptor activity [GO:0035591]
Q9VQW6	unreviewed	
Q7JQT9	unreviewed	snoRNA binding [GO:0030515]
Q7JQV2	unreviewed	
Q7JQW6	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]
Q7K1H5	unreviewed	
Q7JQY8	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q7JR24	unreviewed	DNA binding [GO:0003677]
Q9VN45	reviewed	Rab GTPase binding [GO:0017137]
Q7JR49	unreviewed	proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q7JR58	unreviewed	enoyl-CoA hydratase activity [GO:0004300]
Q9VKC7	unreviewed	
Q9VM63	unreviewed	histone acetyltransferase activity [GO:0004402]
Q7JRA5	unreviewed	
Q7JRC3	unreviewed	cis-stilbene-oxide hydrolase activity [GO:0033961]; juvenile hormone epoxide hydrolase activity [GO:0008096]
Q7JRD4	unreviewed	
Q7JRF0	unreviewed	
Q7JRH5	unreviewed	
Q9W2Q2	unreviewed	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
Q7JRH7	unreviewed	signaling receptor binding [GO:0005102]
Q8T0A1	unreviewed	DNA binding [GO:0003677]
Q7JRJ9	unreviewed	microtubule binding [GO:0008017]
Q7JRM5	unreviewed	
Q9VNI9	unreviewed	SNAP receptor activity [GO:0005484]
Q7JS69	unreviewed	ATPase activator activity [GO:0001671]
Q9VZ54	unreviewed	
Q9W5A7	unreviewed	
Q7JUN3	unreviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]
Q9VQS6	reviewed	metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q7JUP3	unreviewed	
Q7JUR6	reviewed	
Q7JUS1	unreviewed	oxidoreductase activity [GO:0016491]
Q7JUS9	unreviewed	inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transporter activity [GO:0015114]
Q95YI5	reviewed	antiporter activity [GO:0015297]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]; UDP-galactose transmembrane transporter activity [GO:0005459]; UDP-glucose transmembrane transporter activity [GO:0005460]; UDP-glucuronic acid transmembrane transporter activity [GO:0005461]; UDP-N-acetylglucosamine transmembrane transporter activity [GO:0005462]; UDP-xylose transmembrane transporter activity [GO:0005464]
Q7JUW8	unreviewed	
Q7JUY7	reviewed	
Q7JUY8	unreviewed	bent DNA binding [GO:0003681]; DNA binding [GO:0003677]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting [GO:0001011]
Q7JV09	unreviewed	calcium-release channel activity [GO:0015278]
Q7JV70	reviewed	RNA binding [GO:0003723]
Q7JVE7	reviewed	sugar transmembrane transporter activity [GO:0051119]
Q7JVF1	unreviewed	1-phosphatidylinositol-3-kinase regulator activity [GO:0046935]
Q7JVH0	unreviewed	
Q9VAT6	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q9VBY6	unreviewed	
Q9VSR5	unreviewed	chromatin binding [GO:0003682]; structural constituent of ribosome [GO:0003735]
Q7JVL3	reviewed	
Q7JVM1	unreviewed	odorant binding [GO:0005549]
Q7JVN6	unreviewed	carbohydrate:proton symporter activity [GO:0005351]; glucose transmembrane transporter activity [GO:0005355]
Q8IPV3	unreviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]; cholesterol transporter activity [GO:0017127]; sterol-transporting ATPase activity [GO:0034041]
Q9VBS9	unreviewed	
Q86BP6	unreviewed	DNA binding [GO:0003677]
Q7JVR7	reviewed	
Q7JVW5	unreviewed	RNA polymerase III transcription regulator recruiting activity [GO:0001004]
Q7JVY0	unreviewed	
Q9U5W9	reviewed	
Q9VEQ6	unreviewed	hydrolase activity [GO:0016787]; proton transmembrane transporter activity [GO:0015078]
Q9VK33	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]
Q7JW12	reviewed	
Q9V333	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]
Q9V3C6	unreviewed	
Q8IR80	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q9VMV3	unreviewed	ubiquitin-protein transferase activity [GO:0004842]
Q9W099	unreviewed	
Q7K1W4	unreviewed	cis-stilbene-oxide hydrolase activity [GO:0033961]
Q7JWF1	unreviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; oxidoreductase activity, oxidizing metal ions with flavin as acceptor [GO:0043783]; ubiquinone binding [GO:0048039]
Q7JWG9	reviewed	structural constituent of ribosome [GO:0003735]
Q8SXY5	unreviewed	
Q7JWP5	unreviewed	
Q9VF06	unreviewed	
Q7JWP6	unreviewed	
Q7JWR4	unreviewed	
Q7JWR9	reviewed	metal ion binding [GO:0046872]
Q7JWS8	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q7JWU2	unreviewed	
Q7JWU9	unreviewed	
Q9VAY9	unreviewed	structural constituent of ribosome [GO:0003735]
Q9VUR8	unreviewed	
Q9W224	unreviewed	RNA binding [GO:0003723]
Q7JWW5	reviewed	nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]
Q9NDM2	reviewed	G protein-coupled receptor activity [GO:0004930]
Q9VD59	unreviewed	
Q9VUB3	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q9W358	reviewed	G-protein alpha-subunit binding [GO:0001965]; GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]
Q9W497	reviewed	sweet taste receptor activity [GO:0033041]; taste receptor activity [GO:0008527]
Q7KGU6	unreviewed	
Q86B55	unreviewed	lipoprotein lipase activity [GO:0004465]
Q9VBA5	unreviewed	
Q9VLQ6	unreviewed	
Q9VMD2	unreviewed	hydrolase activity [GO:0016787]
Q9VNZ5	unreviewed	glutamate receptor activity [GO:0008066]; G protein-coupled receptor activity [GO:0004930]
Q9VQX8	unreviewed	
Q9VS98	unreviewed	
Q9VW85	unreviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q9W2E4	unreviewed	transferase activity, transferring hexosyl groups [GO:0016758]
Q7JX87	unreviewed	glutathione peroxidase activity [GO:0004602]; peroxidase activity [GO:0004601]; peroxiredoxin activity [GO:0051920]
Q7JX94	unreviewed	calcium-dependent phospholipase A2 activity [GO:0047498]
Q7JXB5	unreviewed	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]
Q9VAT7	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q7JXB9	unreviewed	endodeoxyribonuclease activity [GO:0004520]; endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; exodeoxyribonuclease activity [GO:0004529]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
Q9VST2	unreviewed	DNA binding [GO:0003677]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
Q9VC03	unreviewed	ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; unfolded protein binding [GO:0051082]
Q9VN23	unreviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q9VNS7	unreviewed	
Q9VUS6	unreviewed	
Q9VXT5	reviewed	
Q9W4U8	unreviewed	
Q9W4V4	unreviewed	
Q9VBM3	unreviewed	
Q9VG59	unreviewed	
Q9W1H5	unreviewed	enzyme activator activity [GO:0008047]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]
Q9VFZ4	unreviewed	selenium binding [GO:0008430]
Q9VLP0	unreviewed	
Q7JY31	unreviewed	
Q7JY68	unreviewed	phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]
