P45985	Q14315
P25205	P33992
Q9NR28	P98170
P33552	O95067
Q9Y5X1	Q05193
Q9NTX7	Q9UGN5
P62714	Q15172
P12524	Q96L91
O60826	Q9P000
Q14203	Q9NZ32
Q6PJQ5	Q9Y4A5
Q969G3	Q9NPI1
Q9UGI9	Q9Y478
P60660	Q92614
Q9NX08	O60826
Q9Y228	Q9NRL3
P49720	P25786
Q13618	O14682
Q96F86	Q8IZD4
Q99598	Q15631
P62312	O15116
Q02833	Q13625
P53680	O94973
O43513	Q9UHV7
O94992	O60563
Q9ULX9	Q9Y4A8
Q8WWY6	Q13330
P25963	Q15653
Q13547	Q9H0E3
Q9UHB7	Q96CJ1
Q13547	O15417
P35227	Q99496
P15884	P47928
Q9NWT6	O95271
P19438	P01375
Q8IW19	P18887
O60832	Q96HR8
Q8N4P2	Q96LB3
Q9GZN1	Q9Y265
Q9UBI1	Q9P000
Q9Y230	O43257
O43513	Q9NWA0
Q969R5	Q8IWI9
Q8N668	Q86VX2
Q9UH99	Q9UKB1
Q9UNY5	Q9NWS9
Q02833	Q96KQ4
Q14155	Q13153
Q9NY27	P60510
O60711	Q9Y2X7
Q9BYE7	Q9HAH7
O15372	Q5JSZ5
O95198	Q9H4A3
Q6ZNC4	Q9Y297
Q13042	Q9UJX2
Q16576	Q15910
P22061	P49247
Q14CS0	Q9Y5S2
P63279	Q9UBT2
Q96JM2	Q9H9B1
Q9Y5X2	Q969H0
Q96CW1	O95782
Q8N7C3	Q86T24
P08621	Q9H840
Q86YP4	Q9ULU4
P25786	Q969U7
Q92785	Q92925
Q9BZS1	O15409
P43355	Q8IWZ3
Q9BXJ9	P41227
Q3KP66	Q15438
O95292	P22059
Q4VC05	Q96GM5
O60921	O75943
P20248	Q13415
Q9Y265	Q96L91
Q9Y230	Q9H6R7
Q8N165	Q8IYL3
Q92905	Q9UBW8
P85298	Q99961
O95198	Q9UF56
O75386	Q8NEZ3
Q9Y2V7	Q8WTW3
Q96FV9	Q13769
O00399	P47755
Q9UKZ1	Q9C0C2
Q07866	O60282
Q4VC05	Q8NFD5
P36873	Q8WUF5
Q92905	Q9H0C5
Q15006	Q9NPA0
O95619	Q9GZN1
Q13547	Q9BTC8
O75461	Q8N488
P55735	Q9NXC5
P15313	P21281
Q8N668	Q86X83
Q8IYI6	Q9UPT5
Q9HAF1	Q9NV56
P62993	Q9UQC2
Q9NWT6	Q9UPU5
O95251	O95696
Q6NYC1	P49756
Q5SW79	Q9Y4F5
O75496	P24941
Q9H633	O75818
Q9H672	Q6NT76
Q9BUL9	O75818
P30281	P38936
P52815	Q7Z7H8
Q13347	Q9Y262
P62714	Q9Y570
P61962	Q8WXX7
P61201	Q9BT78
P61962	Q3KNV8
P19447	P11274
Q9H3D4	O15350
Q9BRK4	Q9Y463
Q8WVZ9	Q86V97
Q16659	P02647
Q9NP66	Q9Y4J8
Q15691	Q15555
P22460	P22001
Q15256	Q16539
Q06330	Q14587
P61964	O75528
O00541	Q14137
P49721	P49720
Q15648	Q9H204
Q9Y3B2	Q15024
Q96DB2	Q96BY7
Q9BSU1	Q9H6U6
Q8TAQ2	Q6STE5
O75916	O14775
Q9NQP4	Q9UHV9
Q9NV70	Q13439
Q13077	Q9UHD2
Q9Y6A4	Q8N2M8
Q16539	Q6PJG2
Q9Y2U9	Q9BQE4
Q9BSI4	Q15554
Q92993	Q52LR7
O60826	Q86VX2
P53350	Q92547
P30279	P46527
P41240	P42685
Q9NPF4	Q9Y3C4
Q9UQB8	Q9UHR4
Q9UKB1	P25054
O95619	Q15906
Q08945	Q6ZRQ5
P01100	P05412
Q8WUZ0	Q92785
Q93034	Q15345
A0JLT2	Q9P086
O43513	Q15528
P62714	Q86XL3
P30281	Q08999
P06730	Q13541
Q9UGJ0	Q13131
Q8TAQ2	Q12824
Q13547	Q7Z589
P45983	O43379
Q13547	Q96BD5
P62714	Q9P2B4
Q9BUE0	Q9ULK4
O00220	Q13158
Q86TJ2	O75486
Q9UBU8	Q8WUU5
P60321	O75175
Q92843	Q07812
P62136	Q96QC0
Q92785	Q969G3
P60228	Q14152
P24863	Q9H204
P12268	Q96BM1
O60826	Q7Z3J2
P61964	Q9ULM3
Q99436	Q9Y244
Q9NV56	Q05BQ5
Q56P03	O95905
Q96FT9	O75386
Q8N4P2	Q9H7X7
Q6P1L5	Q13627
Q8WUZ0	P51531
Q96ES7	Q92831
P36873	Q7Z5Y7
P15408	P05412
O94992	Q9BXW6
P61201	Q9UBW8
O15392	Q9NQS7
Q8WUZ0	Q92925
Q8N8A2	Q9UPN7
P49674	Q49AN0
P20618	Q9Y244
Q13503	Q9ULK4
Q16576	O75530
Q15047	Q96CS3
Q9Y5K5	P0C1Z6
Q9Y570	P67775
Q16576	Q96ST3
Q9ULX9	Q9BYV9
Q9Y5K5	Q6PI98
P36873	Q8NG31
Q9NQ48	Q3SYG4
O75146	O00291
Q9BPU6	Q16555
O76003	Q9Y3E2
Q15678	P46937
P49770	Q13144
P24941	Q92793
A0JLT2	Q9Y3C7
Q9BS18	Q9UJX4
Q13889	Q13888
P62993	Q05193
Q9NVU0	O15318
Q9P0L0	Q9BZF3
Q9NQC3	Q15041
A0JLT2	P49336
P43363	Q2KHR3
Q9NVU0	Q9Y535
P62195	P43686
Q96GM5	Q68CP9
Q7L523	Q8NBW4
O60826	Q567U6
Q8TAQ2	Q92925
P49674	Q8TC76
P49761	Q9UKJ3
Q86SE9	Q8IY57
Q9NV70	Q96KP1
O95619	O43257
P05423	O15318
Q96QG7	Q96EF0
O14965	Q9ULW0
Q13547	Q96N64
Q9Y230	Q9H2F5
Q15046	P54136
A2RU67	Q7Z6J6
Q9Y297	Q9UH99
P49754	Q9H269
Q9NX65	P57086
Q99558	Q9Y6K9
O75380	O95182
Q9HCU9	Q16576
O95154	O43488
Q15014	Q96L91
P43358	Q9NS91
O14763	Q13158
P36873	P49750
P06576	Q5TC12
Q9Y577	Q96DX7
Q9BUL9	O75817
Q9Y265	Q9NWK9
P35249	P35250
Q9Y4P8	Q9H6U6
P62714	Q13136
P35227	Q06587
P19784	Q6ZNA4
Q13618	Q8IY47
O75380	Q9UI09
Q8WXI9	Q12873
P41161	Q8NHY2
Q9BQ95	Q9Y375
Q99615	Q7Z7G8
Q9NV56	Q9H0E9
Q9UM11	Q86T82
P49591	Q96G46
Q9Y6Q5	Q10567
P19388	Q9Y535
O95251	Q8WYH8
O95619	Q6ZRS2
Q9HBZ2	Q9BUZ4
P78346	Q6NW34
Q8TCE6	Q567U6
P24539	P06576
Q9Y265	Q15906
Q13547	P29374
Q9Y4A8	O60675
P31323	Q9UKA4
O95292	Q969R2
P62136	Q7Z3T8
Q86VS8	Q9UJC3
P46439	P21266
Q9NZL4	Q00613
Q9BV97	Q9UMX1
Q66K64	Q9UDY2
O00214	P26006
Q16181	Q9NVA2
Q9HAF1	Q92794
Q6PIV2	Q9H2F5
O95292	Q15042
Q00526	P24864
Q13503	Q9NX70
Q9Y2W2	Q49AR2
Q9Y265	Q6PI26
Q96EP0	Q9BYM8
P25791	P81877
P62312	P54105
P54136	Q12904
Q00535	Q86YS7
Q9NWV8	Q15018
Q8IYI6	O60645
Q93034	Q8WXK3
Q16181	Q9UHD8
Q96EV8	Q8WUW1
Q15678	Q6ZWJ1
Q16533	Q13487
P06241	P12931
Q9H410	O14777
Q9Y265	O43257
Q13042	Q9UJX4
Q9H2W6	Q9NQ50
Q9P209	Q86W54
Q13618	Q96C12
Q6PIV2	Q52LR7
P30307	Q9UMX1
Q96CW1	O43426
Q8NBT2	Q8NG31
O76081	O76003
P49336	O75586
P62714	Q5VSL9
P60321	A5YKK6
Q9NX65	P17028
Q9UQ88	Q96S94
Q5H9L4	Q15543
P49721	Q99436
Q13547	Q5PSV4
Q15648	Q15528
Q9HAF1	Q96L91
Q9Y230	Q96L91
P53350	P82094
Q8N4P2	Q8TDR0
O00303	Q9Y262
P25445	Q13158
O43543	O75771
P09622	P11182
Q9NV56	Q96L91
Q13227	Q9BZK7
Q9Y6G3	Q8N5N7
Q8TAC2	Q96HN2
P33552	P14635
Q9UNS2	Q9UBW8
Q8N6V9	Q8NEF3
Q9NZQ3	P16333
O00213	P51693
Q96HA8	Q13490
Q9NVP2	P49321
P43686	O75832
P36873	Q14160
Q13363	P25054
Q96DB2	P16383
Q96EV8	Q9UL45
Q06330	Q9NW82
O75489	O95169
Q9UBU8	Q9H2F5
P36873	Q9Y2W2
A0JLT2	Q9ULK4
Q9UKB1	P15822
P61964	P58004
Q9H1I8	Q8N3C0
Q92569	P42336
Q99627	Q9UBW8
Q86YM7	Q16643
Q15691	Q5VU43
Q9UIV1	P50616
P36941	Q12933
Q7L2H7	Q14152
Q9NX65	Q15697
Q9Y4P8	Q9H1Y0
Q9NP66	Q9P2K3
O75386	Q96RY7
P61962	O60610
Q99436	Q9UL46
Q9Y294	Q96HA7
Q7L5N1	Q9H0C5
A0JLT2	Q9NX70
Q14764	Q9UKK3
Q96RT8	Q9UGJ1
Q7Z4G1	Q9P000
P61964	Q8NFC6
Q99627	Q9BT78
Q8WTX7	Q96S15
P61964	Q14686
Q13547	Q13330
Q07817	P10415
Q92905	Q92466
P04637	Q14999
P49761	P49760
Q9Y297	P49427
Q9Y5R8	Q96Q05
O60645	Q96A65
Q14565	Q06609
O60547	O95271
Q8N5F7	O75052
Q9NQT5	Q01780
Q6NZ36	O15360
Q13137	Q9UHD2
Q8TAQ2	Q8WUB8
P24863	Q9NPJ6
Q86YP4	Q9UBB5
P78364	O95931
Q9UHK0	Q9Y265
Q9Y265	P25490
Q5T6S3	O75530
O43395	Q86UT8
Q12834	P20248
Q9Y6J9	Q92831
Q96B01	P62068
Q66LE6	Q9Y580
O15372	Q14152
P62714	Q16537
Q7L5N1	Q92466
P62487	Q8IXW5
Q96GM5	P51531
P61081	Q8NC69
Q9NX08	O75461
Q9H845	Q9Y375
Q8NF99	Q969J2
P30304	Q9Y297
P06493	P14635
Q9NY12	Q8TEQ6
P50750	Q13451
Q13547	Q92618
Q96IY1	O14777
A0JLT2	Q96RN5
O43639	Q9NYB9
Q9BQ95	Q66LE6
Q13227	O15379
Q13422	Q9H2S9
O95400	Q709F0
P20618	Q9UL46
Q86YP4	Q9BTC8
P62195	O75832
Q9UBU8	Q52LR7
Q9H160	Q96ST3
P55286	P35222
P62068	O60346
Q53HC9	Q8N1B4
P16104	Q9Y5B9
Q16576	P29374
Q13952	P25208
Q13347	Q14152
Q9Y5R8	P48553
Q9UBU8	Q96L91
P19784	Q8N488
O95619	Q9H2F5
O00399	Q9BTE1
Q9NYB9	Q13049
P50552	Q15942
P62195	O00232
Q8NF99	Q9NWS9
Q08945	Q9Y5B9
P19784	Q9HCM7
Q8N140	Q96SB8
O75489	O43181
P62993	Q9H792
Q9UQ88	Q13451
Q9HAV7	P38646
Q86VM9	Q9BXP5
Q9Y230	Q05BQ5
Q96FJ0	O14976
Q9UQB9	Q9NQS7
Q9NVT9	P11142
Q96CW1	P11274
Q8WVT3	Q9Y2L5
P61421	Q93050
Q9BUE0	Q93074
O00541	Q9GZL7
Q8N4B1	Q01968
Q4G0F5	Q96QK1
P05423	Q9Y2Y1
Q96A08	Q9Y5B9
Q9BUQ8	O95400
P16104	Q01831
Q92993	Q9H2F5
P28908	Q13114
Q9Y5R8	O43617
Q15024	Q01780
Q9Y297	Q86WH2
P01100	Q8N2I9
Q9Y6J9	O75486
P11309	P27448
O15400	Q96AJ9
P62714	O43815
Q13547	Q8WUU5
P10243	Q6MZP7
Q9BVI0	Q9H7Z6
Q9Y230	Q9NXR8
Q9HBG6	Q9P2L0
Q8WVT3	O75865
Q15014	Q96QT6
O00506	Q08379
Q9H4B6	Q13043
P24941	P49918
P20839	Q96BM1
Q9UKB1	Q9Y4X5
Q9NY27	Q92620
Q13685	Q8WTP8
P62312	O43395
Q9UHB9	O76094
Q15648	Q96G25
Q15019	Q99719
Q96J01	Q6I9Y2
P11142	Q00613
Q6NYC1	Q69YH5
P68543	O60927
Q96GM5	Q92925
Q9UHB7	O60583
Q9H160	O75446
Q9NQT5	Q9Y450
Q9UBU9	Q9UKK6
Q15435	P36873
Q13547	Q9P281
O96020	P38936
Q15014	Q9H2F5
Q71U36	Q8N4U5
Q9UMS4	Q99459
P62993	Q8N1I0
Q96FF9	O60216
Q15648	Q93074
Q9HBG6	Q8NEZ3
P54136	Q9P2J5
Q9UJY4	Q9UJY5
Q8WZ60	Q9HBD1
Q15404	P48059
Q92870	P05067
Q9BU64	Q7L2Z9
P62136	Q6PJW8
Q06330	Q96T58
O43513	O95402
Q9P0L0	Q9H089
Q14562	Q96RS6
P02794	P02792
Q9UNS2	Q9BT78
O43172	Q9H6E5
Q8IYI6	O00471
P36873	Q8NHQ8
Q16539	Q96RR4
O95429	Q8IZD4
O60216	Q8NDV3
O43513	Q9NPJ6
Q9NRX1	Q9ULX3
Q7L5N1	Q96L50
Q13547	Q9HAJ7
P26641	P49589
P49458	P37108
Q8WWY6	O94776
Q96FV9	Q8NI27
Q00765	Q96HR9
Q9HBM1	Q8NG31
P23025	P07992
Q9P2Y4	Q12873
P48023	Q8WV41
Q16533	O75971
Q9UHB7	P55199
Q9Y6Q5	O43747
Q99627	Q96L50
Q15363	Q7Z7H5
Q9Y2T4	Q00005
Q96JM2	Q96KQ7
Q8WTR2	P13196
Q8N488	Q6W2J9
P62136	Q15834
P24941	P46527
Q99871	Q7Z4H7
Q00536	Q8N7R7
Q9UBU8	O75182
Q96S44	Q9NPF4
Q13547	Q9H165
Q9H410	Q9BZD4
Q5VU43	Q99996
Q13137	A7MCY6
O95210	O95166
Q9NX65	Q969J2
Q9NVP2	Q6ZRQ5
P62195	O43805
Q9NV70	Q96A65
Q13547	Q96ST3
Q9Y230	Q6ZRS2
P61081	Q9P2K6
Q99615	Q14667
P09493	Q9BQD3
P25786	Q14997
Q92784	Q12824
Q14694	Q9UN86
Q5TKA1	Q52LA3
Q96JB5	O94874
O75170	O15084
Q9Y6J9	Q9HBM6
Q9Y2U9	Q93034
Q8N2M8	P54253
Q8N4C7	P61764
Q9NQT5	Q99547
P36873	P62136
Q9Y230	P25490
P17028	Q9NWS9
Q9NVD7	Q96EN8
Q9GZM8	P43034
P24863	Q9BTT4
Q9HB65	P42568
Q9NRH3	P23258
P06730	Q04637
Q8N5F7	Q9UJV9
P15056	P01116
O15160	Q9NW08
Q6PJI9	P55735
Q6ZNC4	Q9UKB1
O95619	Q52LR7
Q9UNZ2	P55072
P48544	P48549
Q9Y294	P49321
Q01850	Q86UP2
Q9UHW5	Q8IXW5
A0JLT2	Q71SY5
Q01831	P41208
Q96GM5	Q8WUB8
Q9Y265	Q9NPF5
Q9P0L0	Q9H4L5
Q96IY1	Q8NG31
P49720	Q14997
Q8N668	O75461
Q9UNP9	Q9HCS7
Q9UN86	Q7Z417
O43187	Q86VW0
Q9BUE0	Q9NX70
Q13492	P53675
Q16576	P28370
Q9NT62	O94817
Q86WJ1	Q9UGN5
Q7Z4G1	Q86VX2
P36941	Q13077
P26842	P32970
O43513	O60244
Q6ZTQ3	Q13043
P53805	P16298
Q8N0Z3	Q9C0D2
Q9H307	P49760
P49761	Q13451
Q13671	P42684
Q9UQB8	Q9P206
Q9UBQ0	Q567U6
Q15046	Q13155
Q9Y4X5	Q8WZ19
Q15691	Q86Y91
Q16576	Q14839
Q96JB2	Q9H9E3
Q15435	P62136
P82979	O75152
P62714	Q9NRL3
O95229	Q8NG31
Q96JG6	Q8N1B4
Q9BYE7	Q99496
Q96ES7	Q6P2E9
Q92905	Q9BT78
P68543	Q9BZE9
P24941	P38936
Q13547	O75182
Q86YP4	Q8N1G0
P40937	P35251
O43683	O60566
P12524	Q15906
Q9Y294	Q8TEX9
P36873	Q96EK5
Q8IY57	Q6W2J9
Q8TAQ2	P51531
Q8NB12	P30520
Q9NUX5	Q15554
O43251	Q93062
Q14CW9	Q96BN2
Q13363	Q96MY1
O95704	P51693
Q9UHV9	P61758
Q6P1K2	Q8NG31
O95460	P21941
Q9H9S4	Q15831
P62304	P62306
Q13547	O75446
Q9UH99	P20339
P31150	P61106
Q9UL15	Q9Y6D9
Q9UHY7	Q9H4P4
Q9Y312	O95905
Q8WXB1	P11142
Q96BY7	Q9Y484
Q9BSL1	Q5XPI4
O95619	Q05BQ5
Q9Y265	Q05BQ5
P08754	P62879
Q969H0	O75592
P62993	Q06124
Q9NWT6	Q5VT52
Q9NX08	Q14186
P61964	Q969R5
P14316	Q7Z5L9
P06241	P51812
Q6NZ67	Q9UGJ1
Q9NV70	Q9H5N1
Q13042	Q9H1A4
Q68D85	P34925
Q6NZ67	Q9BSJ2
P60228	Q99613
P17040	P57086
Q9Y580	Q6NZY4
Q8WWY6	Q12873
P78406	Q8N302
Q9UHB7	O60563
P15056	P63104
Q8WTX7	Q9NXC5
Q9C099	Q15154
O15519	Q14790
P48454	P63098
Q13232	O00746
P24863	Q9ULK4
Q9Y6G5	Q567U6
Q66LE6	P30154
Q96ES7	Q96BN2
P62714	Q13033
O94992	Q7L2J0
Q5SW79	Q9BVG8
Q96GM5	Q9BQE9
Q9GZN1	Q9Y230
Q9UIV1	O75175
Q9NV56	Q92993
Q8N488	Q99496
P62308	P62304
Q7L5N1	Q8WV16
P19784	Q6PII5
Q14168	O14910
Q96I25	O15042
P61201	Q13098
Q7L5N1	Q9BT78
P23025	Q92889
Q14CW9	Q86TJ2
Q15648	Q9H944
Q16576	O75446
Q9Y5U2	Q96DI7
O95273	Q7L945
Q13347	Q99613
P22694	P31321
Q8WXI9	Q14839
Q9BYE7	Q06587
P62136	Q14160
O43660	Q9UMS4
P51151	P24386
Q96CB8	Q8N201
Q92569	P42338
Q9HAV5	Q13114
P17028	P57086
Q96B97	Q9Y5K6
Q99614	Q9H4P4
P14316	Q8IU81
P61962	Q13627
O75489	O95139
Q9UJY5	Q7Z6B0
Q8WZ19	Q13618
P62714	Q9NVK5
Q9NWB7	Q9NQC8
P49368	Q99832
Q9Y262	Q14152
Q9P013	Q8WYA6
O75386	Q01167
Q6NUQ1	O43264
Q15942	Q8N8S7
Q15532	Q8TAQ2
P15056	P04049
Q6PIV2	Q05BQ5
P05423	Q9NW08
O75461	Q13547
Q969U7	Q9Y244
O95619	Q9NXR8
Q14994	Q15788
Q13137	Q9NVV4
O43684	O43670
Q07866	P33176
Q9HAU4	Q13017
Q9NWB7	Q9H7X7
Q4VC05	Q6STE5
Q8WUZ0	P51532
Q08AG7	Q96CW5
Q9NQ29	Q9UBC1
Q9UIV1	Q9NZN8
O95931	Q8NDX5
Q96EV8	Q9NX95
O95931	Q9BSM1
P25786	Q9BT73
Q9Y232	Q8N108
Q8NEY4	P21281
Q96HB5	O43739
Q15648	Q9ULK4
Q93034	Q9UK73
P61962	Q9Y4B4
O43395	Q8N5A5
Q9Y230	Q8NBZ0
O15372	Q99613
Q8N3L3	Q96MT8
P15336	P05412
Q14CW9	O75529
O60645	O00471
P68104	P26640
Q9Y265	P0C1Z6
P22087	Q8WUA4
Q8N668	Q14186
P62820	P31150
Q8IYI6	P11234
Q3KP66	O43739
P62136	Q8NG31
Q9Y2V7	Q9H9E3
Q15014	Q05BQ5
Q9H0B3	Q9BRK4
Q15006	O43402
P47755	Q9Y5K6
Q8WVZ9	Q9UBF8
O95619	Q9NPF5
Q08380	Q6P582
O75843	Q9UMZ2
Q9UHW5	P62487
Q13547	Q14839
O00399	Q9UJW0
Q9NV56	Q9H2F5
Q86YP4	Q14839
P08670	P07196
Q9H4E7	Q8IX15
Q96DB2	Q9UBB9
Q9BQ70	Q96D09
Q969R5	Q6MZP7
Q8WXI9	Q13330
Q15019	Q92599
P62491	P26374
Q9NWS0	O94763
Q9NR55	P05412
Q8IXB1	Q9NYA4
Q9Y265	Q9Y4A5
Q99567	P35658
Q6NVH7	Q19AV6
Q7Z4G1	O75461
Q969H0	P0C2W1
O15143	Q9P1U1
Q92993	Q96L91
Q13618	Q13829
Q96GM5	P51532
O43513	Q9BTT4
Q6P1M3	P41743
Q9Y262	Q99613
P30533	Q92673
P49720	P20618
Q9UMS4	O75934
Q15648	Q96RN5
Q12834	Q15013
P24385	P42773
Q6PIV2	Q9HAF1
Q8N488	Q5H9F3
Q8WZ19	Q9H3F6
P19447	Q13888
Q13618	Q9NXS3
O14561	Q9HD34
Q6ICB4	Q01968
Q96ES7	Q92830
Q9UKZ1	A5YKK6
P49418	O94973
P42025	Q9NZ32
Q05D60	Q96R06
Q15691	Q8WUF5
P29350	Q05209
P20336	P24386
Q7L2H7	Q99613
P60842	Q14240
Q13263	P45973
P10809	P22830
O95639	Q92797
Q7Z3B4	P37198
P07384	P04632
Q92993	Q05BQ5
Q6PIV2	Q9Y4A5
Q9UBU8	Q05BQ5
P48730	O15534
Q92785	P51532
Q16576	O14519
Q9UI08	Q8N8S7
Q9NX65	P17029
Q12933	Q9UHD2
Q9NVU0	Q9H1D9
Q9Y228	Q9Y3A3
P20248	Q13309
Q9Y230	Q92993
Q86WT1	Q9UG01
Q9Y297	Q9UKT8
Q9H5J8	Q15573
Q9Y2T4	Q9H0K1
Q8NF50	Q96N67
Q06330	P46531
Q9UBT2	Q9UBE0
P61758	Q96S82
Q96IY1	Q9BZD4
Q15648	Q9P086
Q9Y230	Q15906
P36873	P46013
Q13363	Q92766
O95619	Q96L91
P24941	O95067
O43752	Q9BV40
P54727	Q01831
Q01850	Q504U0
P62714	Q13362
Q00526	O96020
Q13347	P55884
Q969G3	Q68CP9
Q9UIF3	Q9H3R5
Q9NV56	Q52LR7
P63215	Q9HAV0
Q9Y230	P0C1Z6
Q15532	Q96GM5
P61964	Q92830
P19388	Q9H1D9
Q6PIV2	Q92993
P19784	P11274
P61081	Q13564
O75140	Q5T011
P36873	A6NKD9
P07355	P60903
O15488	P13807
Q13363	O95785
Q9Y262	Q9UBQ5
Q15648	Q9Y2X0
Q13547	Q12873
Q8NCE0	Q7Z6J9
Q9Y297	Q15022
P19784	Q03164
P36873	Q9GZN8
P62312	Q15020
P42025	P61163
Q4VC05	Q92925
O75821	O00303
Q13618	Q8NC69
Q16576	Q12873
P62714	Q9BRV8
P35227	O95931
P62993	Q9UJM3
Q9Y678	P53621
Q9BQB4	O75581
Q9NVU0	Q9BUI4
Q9NWT8	O43847
Q9HBG6	Q96RY7
O43752	O14653
Q9P0L0	Q15042
P36873	Q8IZ21
Q8N488	Q9HCM7
O15400	Q9UNK0
Q9NPA0	O43402
Q9NV56	Q9NXR8
Q9NT62	O95166
P28070	P28065
P11142	P42684
Q6ZTQ3	Q13188
Q13492	Q9NSY1
Q7Z7C8	Q15543
Q9UIM3	Q9BYM8
Q8IU60	Q6P2E9
Q08209	P63098
Q00535	Q8TDN4
Q9H270	Q9P253
Q6PIV2	Q9NXR8
Q16576	Q9H165
Q9UMS4	Q9HCS7
Q13163	Q99759
Q9H2W6	Q7Z7F7
Q9NV56	Q9Y4A5
Q14141	Q9UHD8
Q08380	O75592
Q14CW9	Q9HBM6
Q8WYJ6	Q9UHD8
Q9P0J7	Q9UFN0
Q9NWT6	Q04864
Q9NR22	Q99873
O95400	Q96DI7
P61964	Q6PEV8
Q9P0J7	Q5T4S7
O95863	Q9NP66
Q8N3I7	Q9BXC9
Q6P1M3	Q9Y4B6
Q9P275	Q9H6R0
P61586	Q92974
Q05209	P29353
Q16576	Q9UK53
P62993	Q96RF0
O14775	Q13371
Q9NY27	Q16204
P42025	Q9UJW0
Q9BYE7	Q13547
Q15020	Q7L2J0
Q12905	Q96KR1
Q9NY12	O60832
P62837	Q96FW1
O00308	Q8N5I2
Q9GZV5	Q99594
Q9UDV6	Q6NUN9
P50549	Q8NHY2
Q9UKA1	O95714
Q8WXD5	Q9Y3F4
Q96RT8	Q96CW5
Q13643	Q86Z02
P40337	Q13617
Q13561	Q9UJW0
Q9H6L2	Q2MV58
Q9H845	Q5T2R2
Q8WVZ9	Q9UF56
Q15014	Q52LR7
Q15696	Q9Y2D8
Q9Y678	P35606
Q66LE6	P05412
O75489	O95182
O75396	Q9P2W9
P11142	Q3B7T1
Q8N5N7	Q7Z7H8
O43513	Q93074
Q9NWX5	Q9H4P4
Q6ZYL4	Q13888
Q9NWS0	Q8IXW5
Q8N5I2	P46934
P05423	O14802
Q7L2H7	O15371
Q6PH81	Q13547
Q7L5N1	Q13098
P62304	P08621
Q9NWT6	Q12955
Q15532	P51532
O15145	Q9P1U1
P62993	Q9Y4K4
P61289	Q14781
Q9NS69	O96008
O15372	O15371
Q9UHI6	O14893
Q8IY57	Q5H9F3
Q99832	Q8N3Y1
O95639	Q6UN15
O75386	Q9HBG6
P22694	Q92667
Q9HCU9	Q13547
Q9P0L0	P22059
P62837	Q8N5U6
Q9UBU8	Q9NXR8
P19784	Q96B23
Q9H871	Q96E35
Q9BUE0	Q96RN5
P62993	P50570
Q86VM9	Q9Y580
Q08AG7	Q96RT7
P19388	P05423
Q9ULV4	Q9BR76
P00749	P07093
Q13347	O15371
P49450	Q8NCD3
O14867	Q9UF56
P62312	Q9Y333
P31150	P61026
Q13426	Q96T60
P61081	Q8TBC4
Q66LE6	Q9Y375
Q9Y4A8	O15525
P23511	Q13952
Q8N4P2	Q8IY31
O43513	Q9H204
P20248	P38936
O95229	Q9Y217
Q96S44	Q9Y3C4
P20618	P25786
O00303	Q14152
Q13547	Q9UBW7
O00233	P17980
P08670	P14136
O43543	O15315
Q9NWB7	Q96LB3
Q5VWX1	Q07666
Q9H0Y0	O94817
Q9H1X1	Q86WA8
P49754	Q96AX1
P25786	P28065
Q9HAF1	Q05BQ5
Q86YP4	O95983
P06493	Q99640
Q15375	P52803
O75380	O43181
P60660	P46940
P09661	P08579
P49721	Q9Y244
O00232	O00231
Q13049	Q9Y6Y8
Q96NY9	Q96AY2
Q9Y297	Q9C026
Q9Y2T4	P67775
Q15233	P23246
O15400	Q9BV40
O14561	Q5U5X0
Q13547	O94776
Q8IY57	Q99496
O75380	P19404
Q9UQF2	P45983
Q9UKZ1	Q92600
P43358	P14927
Q6PIV2	Q96L91
Q8WV16	Q13619
Q9P0L0	Q9BXB5
Q9BYD3	Q4U2R6
Q96GM5	Q12824
O75558	Q9BV40
Q13595	P49761
P49720	Q969U7
Q9H0Y0	O95352
Q9P0I2	Q5J8M3
P24941	P51946
P49336	Q96G25
Q9Y265	Q96EZ8
P60228	P55884
P49336	Q9UHV7
Q969G3	Q86U86
Q9NQ48	Q8TAM2
O15160	O14802
P09661	Q15428
Q5TAQ9	Q13619
Q9NR12	Q15678
Q13618	Q9NVR0
P20248	P46527
P39748	P12004
P19784	P21127
P19388	Q9NVU0
P49760	Q9BYW2
Q5SY16	Q9NXF1
Q9UBK9	O94763
Q8TEB1	Q13619
O75489	Q9Y6M9
Q13438	Q86WA8
Q8N488	Q14186
P48729	Q9UJF2
P33151	P35222
Q86SE8	P06748
O75396	O15155
Q68DK7	Q8N5Y2
O15514	O94762
Q8NF50	Q96HP0
P63162	Q7L2J0
O60216	Q29RF7
Q8TAG9	Q96KP1
Q9BY11	Q9UKS6
P49336	O75448
Q13671	P01112
P63146	Q9NS91
Q9NQP4	Q99471
O95229	O14777
Q9NY12	Q9BRS2
Q92917	Q9BRD0
Q92993	Q9NXR8
P18827	P09038
O95229	Q8NBT2
P49336	Q86YW9
Q96J01	Q13769
O95630	O00443
Q9P0V9	Q92599
Q15019	Q9UHD8
Q9BYG5	Q15334
Q14203	P47755
Q9Y3B2	Q99547
O43395	Q7L2J0
O00232	Q15008
O75386	Q96EB6
Q13561	O75935
Q9UNS2	Q13098
Q53HC9	Q9UID3
P31150	P51153
Q969G3	Q8NFD5
Q9NVU0	Q9NW08
Q32MZ4	Q13045
O94907	O75581
Q9BQE3	Q8N4U5
O75528	O75529
Q71F23	Q7L2Z9
